Gene1,Gene2,Scaffold,PILOT_100X_D14,PILOT_500X_D14,PILOT_PCR500X_D14
AARD,IFNW1,Wildtype,0.45808303588825083,0.5024862081228395,0.6219977740395488
AARD,INTERGENIC,Wildtype,0.4300573463799945,0.603572780300919,0.5315409440068831
AARD,NONTARGETING,Wildtype,0.5044158221219888,0.414707523830554,0.22831192648371518
AARD,ZNF572,Wildtype,-0.6449315854402909,-0.39577086552864227,-0.5730203676659332
ACTL6A,NONTARGETING,Wildtype,-1.8441209751532126,-1.996575499203503,-2.1975965077594743
ACTR6,NONTARGETING,Wildtype,-0.502222817043239,-0.7925102754447533,-0.9194372868576773
ADAD1,ARID1B,Wildtype,0.7714923057616354,0.8410103298841594,0.8689283574359539
ADAD1,ASF1B,Wildtype,0.6607375425741078,0.789963065725498,0.7929875891035804
ADAD1,BCL2,Wildtype,0.9110599088668961,0.9426020014769477,0.9094441701905854
ADAD1,BRAF,Wildtype,-0.3055171097601025,-0.2933960933584546,-0.39641858291355025
ADAD1,CNOT8,Wildtype,0.6156673110996866,0.73598785732717,0.8020391895158802
ADAD1,CNPY2,Wildtype,0.5339274599869357,0.5271501977111702,0.49412519906078745
ADAD1,CSK,Wildtype,0.8147942888130207,0.6800732861829807,0.7834201441798581
ADAD1,DEFB123,Wildtype,0.5536231498281414,0.7443492740237739,0.718849294419148
ADAD1,DNAJC15,Wildtype,0.7179690486675399,0.7951270647450229,0.7656375527526951
ADAD1,EFCAB3,Wildtype,0.5262352831755074,0.6878011092097841,0.6837654871205698
ADAD1,EGFR,Wildtype,0.33321509707708546,0.4304350724119901,0.42594297861803104
ADAD1,ERBB2,Wildtype,-0.10058311891093939,0.0354452347518925,-0.018293305280429203
ADAD1,FAM50B,Wildtype,0.6579743644556422,0.6674185473312477,0.6617453651807156
ADAD1,GKN2,Wildtype,0.8070316667797278,0.8539060336267869,0.7243897520654088
ADAD1,GRB2,Wildtype,0.27755978651797913,0.3602377920199338,0.44248704115791604
ADAD1,HDAC2,Wildtype,0.47521033846063454,0.6253659529373639,0.7370791993620763
ADAD1,INTS6,Wildtype,-2.325323173809999,-1.9762606042220088,-2.501085998648453
ADAD1,ISL1,Wildtype,0.2871153215196547,0.36966783487434507,0.4549068594351331
ADAD1,KAT6B,Wildtype,0.6285546139332396,0.7008166734307976,0.5591234911550192
ADAD1,KDM3B,Wildtype,0.6856278915620971,0.6767236055464623,0.6405451030842084
ADAD1,MAP2K2,Wildtype,0.14624522086165193,0.23647196623016967,0.3372989306408748
ADAD1,MAPK3,Wildtype,0.09055158257206981,0.3350819339645947,0.14935989275810208
ADAD1,MCL1,Wildtype,0.5204155119429471,0.6011207954120471,0.44368560435387916
ADAD1,MDM2,Wildtype,0.7540038817800361,0.7410866976024615,0.8078421576772372
ADAD1,MYCN,Wildtype,0.7276068844664952,0.8788501823202474,0.8696577420565055
ADAD1,NF2,Wildtype,0.7585818700722498,0.7504546323720372,0.7033009214137557
ADAD1,PARP1,Wildtype,0.9279572226165456,1.1369402636294816,1.0669148337227354
ADAD1,PARP2,Wildtype,0.8707464380282608,0.8676444532455974,0.8075331764996239
ADAD1,PHLDA2,Wildtype,0.8023456329576656,1.048388000721782,0.9640860329549829
ADAD1,PRMT5,Wildtype,-1.1896298080019965,-1.612093284217405,-1.758898685818827
ADAD1,RBM14,Wildtype,-1.512939274170623,-1.4876072694817686,-2.008244269877569
ADAD1,SMARCA4,Wildtype,0.7917577520532875,0.8175822742896814,0.6587249222969491
ADAD1,STAG2,Wildtype,0.4020378744645683,0.47045276980668027,0.23879451516119005
ADAD1,STK11,Wildtype,0.5268654783514877,0.4977502176545628,0.4620933368554836
ADAD1,STX4,Wildtype,-1.2191892099706438,-1.0737041412060784,-1.2680341363659384
ADAD1,TTC7B,Wildtype,0.7408080978321353,0.8237078139458688,0.8075269078248871
ADAD1,WFDC11,Wildtype,1.0077699882972464,0.9960798203590566,1.0653788415495642
ADAM2,KIF2B,Wildtype,-0.35493735805601334,-0.5229042701359543,-0.3468270844910246
ADCY8,AGO2,Wildtype,-0.5593602499307682,-0.3861565190559634,-0.5776432423515078
ADCY8,CST4,Wildtype,-0.3787480714203077,-0.10230268432255939,-0.1482054222434661
ADCY8,INTERGENIC,Wildtype,-0.16945513637659448,0.03954350643147948,0.0217030652661305
ADCY8,NONTARGETING,Wildtype,0.03159265328553182,0.09460144003853603,-0.16118113691568234
AGO2,ADCY8,Wildtype,-1.0838331197063662,-0.5486340196099171,-0.7056055141899041
AGO2,INTERGENIC,Wildtype,0.07965245551754907,0.04305603507111916,-0.0740484155864033
AGO2,NONTARGETING,Wildtype,-0.19106275030339254,-0.41088063352124726,-0.7793118031138992
AGO2,POTED,Wildtype,-0.08296961154714941,-0.20048371250207586,-0.39740530668540597
ALYREF,NONTARGETING,Wildtype,-0.9733428798001895,-1.6117097695014215,-1.617093678092977
ANAPC4,NONTARGETING,Wildtype,-1.404588299341605,-1.2621560497716469,-0.8062812546652877
ANAPC5,NONTARGETING,Wildtype,-2.5688992461091287,-1.9939251634797857,-1.8148909275051106
ANKRD30A,DEFB123,Wildtype,0.4535315718824944,0.8575923511331995,0.7608247496661515
ANTXRL,TSPY1,Wildtype,1.1057820851697007,1.189280487390028,0.9570851016708382
ANXA13,DMRTB1,Wildtype,-1.0711778952741464,-0.9629084734799707,-0.9265271942461482
ANXA13,INTERGENIC,Wildtype,0.2506351171365979,-0.05561691339754184,0.05883190705201255
ANXA13,NONTARGETING,Wildtype,0.9228001786434019,0.9943359167858357,1.099436849308577
ANXA13,TRMT12,Wildtype,-1.0102444351189266,-0.9502069376446167,-0.7976723690009685
AP2S1,INTERGENIC,Wildtype,0.5457795596119769,0.6468597427793241,0.5913958216538521
ARCN1,NONTARGETING,Wildtype,-0.72993619812246,-0.6329326975170619,-0.864807714366522
ARID1A,ADAD1,Wildtype,0.5420074749142666,0.5939447625547498,0.4613999985855065
ARID1A,ARID1B,Wildtype,0.5033338456427755,0.5599919672933211,0.5294965147558363
ARID1A,CYLC2,Wildtype,0.7634715071681156,0.9106713435408701,0.8680534500909325
ARID1A,KLK12,Wildtype,0.7218811454396141,0.8659892700906027,0.8343135233080807
ASAP1,DMRTB1,Wildtype,0.07875367635929242,-0.19933022127027267,-0.03853364349246117
ASAP1,INTERGENIC,Wildtype,0.678171727824911,0.720779792830765,0.7633071769406853
ASAP1,NONTARGETING,Wildtype,0.5414613793763758,0.6819958669132637,0.6184134881032379
ASAP1,ZHX2,Wildtype,-0.23758679643855024,-0.0066883876543998265,0.07571512577860177
ASB17,OPALIN,Wildtype,0.14599633999026312,0.3770178239831121,0.20837611249986182
ASF1A,ADAD1,Wildtype,0.6183088037189081,0.6237303568687396,0.5968956678944661
ASF1A,ASF1B,Wildtype,-1.3218411843819173,-1.45548554555249,-1.385875620045274
ASF1A,CYLC2,Wildtype,0.6214142746594903,0.7911963942515191,0.6578365679578613
ASF1A,KLK12,Wildtype,0.6197113633107345,0.6437594819310181,0.6011110859165065
ATAD2,DMRTC2,Wildtype,-1.123880561646985,-1.15416771954111,-0.8823665553258757
ATAD2,INTERGENIC,Wildtype,-0.5952067490951982,-0.5778768519422044,-0.813018257304509
ATAD2,NONTARGETING,Wildtype,-0.3512085197374304,-0.449719232290788,-0.5988505011799545
ATAD2,ZHX1,Wildtype,-0.3210254468393801,-0.4398531032239206,-0.31254604217103177
ATP6V0D1,NONTARGETING,Wildtype,-0.0918876387794976,-0.05824090023573164,-0.20816385067299162
ATP6V1G3,IL3,Wildtype,0.6418775661729841,0.7986843456434147,0.6372769307065597
BCL2L1,ADAD1,Wildtype,-0.6039792288038511,-0.2022706760074844,-0.24179502829982294
BCL2L1,CYLC2,Wildtype,-0.3606309992195281,-0.02985446887328394,-0.24551215269749915
BCL2L1,KLK12,Wildtype,-0.3427740728733003,-0.03857646448673506,0.06285519214714108
BCL2L1,MCL1,Wildtype,-1.8529597137133256,-1.8237704497141405,-1.8790180377602375
BIRC8,CSN2,Wildtype,0.8157605886022756,0.869085789171978,0.6769773913143813
BMP10,LYZL2,Wildtype,0.6583804368625705,0.5859326315489677,0.5655815242313047
BOP1,NONTARGETING,Wildtype,-1.6244807003349937,-1.4520696094460708,-1.9212822678897408
BPIFC,SSX3,Wildtype,0.33924134480438733,0.556303237047999,0.5312951268976568
BRAF,ADAD1,Wildtype,-0.3545376089424426,-0.22322229863751158,-0.15812535437775094
BRAF,CSK,Wildtype,-0.4433033929116303,-0.41968958451411,-0.6215764791441579
BRAF,CYLC2,Wildtype,0.09631860205721782,0.11664012384221174,-0.015959821399459256
BRAF,DEFB123,Wildtype,-0.42213133430802735,-0.3023253955824151,-0.48329761238114377
BRAF,EFCAB3,Wildtype,-0.5400670535173908,-0.5004021397609395,-0.5656009589502676
BRAF,GKN2,Wildtype,-0.46853435477037036,-0.36783471280709346,-0.5388811153949663
BRAF,GRB2,Wildtype,-1.0466546496630675,-1.000107392562545,-1.2220628080500326
BRAF,KLK12,Wildtype,-0.08204429937287794,0.10017964481823771,-0.1520784435605513
BRAF,PHLDA2,Wildtype,-0.10955456661511226,0.003644902684746834,-0.07367842334635766
BRAF,RBM14,Wildtype,-2.6615563843620955,-2.599554596753241,-2.9073244094530244
BRAF,WFDC11,Wildtype,-0.30733983381099683,-0.23285491661084784,-0.38020910985400164
BRCA1,ADAD1,Wildtype,-0.37209823226997685,-0.3242515751006175,-0.4091639493160007
BRCA1,CYLC2,Wildtype,-0.10211745637385672,-0.019201589307783345,-0.16081807863493167
BRCA1,KLK12,Wildtype,-0.26064625893538035,-0.03770834777593325,-0.042743527464100727
BRCA1,PARP1,Wildtype,-0.4157313183022072,-0.40826267405626215,-0.5819319944812755
BRIX1,NONTARGETING,Wildtype,-0.8796971103277464,-0.6587513179338307,-0.2722579546813902
BSND,CDCP2,Wildtype,0.7311852959673892,0.6055456900774363,0.7618269992295179
C12orf40,NMS,Wildtype,0.3643539161710397,0.5897707578210257,0.49195477300235624
C1orf146,TFAP2D,Wildtype,0.17908542026927754,0.5777105158590743,0.5495104209639802
C8orf76,DMRTC2,Wildtype,-0.579311656121432,-0.7304285919552675,-0.6996597404785101
C8orf76,INTERGENIC,Wildtype,0.1009522627977236,0.2055797559406707,0.35136893875206293
C8orf76,NONTARGETING,Wildtype,0.11775206229269637,1.2286303593157941,1.0990152962763056
C8orf76,ZFAT,Wildtype,0.3978215429302524,0.40582217097125983,0.39140573028946185
CACNG2,IFNW1,Wildtype,0.5751505363607404,0.5631690535279699,0.475344232550015
CACNG3,TRIM49,Wildtype,0.42510307482508014,0.1760953989514366,0.31836055345977
